Date,Open,High,Low,Close,Volume,Adj Close
2010-03-04,10396.53,10484.05,10363.88,10444.14,3945010000,10444.14
2010-03-03,10406.28,10496.22,10359.58,10396.76,3951320000,10396.76
2010-03-02,10404.16,10493.80,10359.80,10405.98,4134680000,10405.98
2010-03-01,10326.10,10444.60,10320.05,10403.79,3847640000,10403.79
2010-02-26,10321.41,10391.24,10250.45,10325.26,3945190000,10325.26
2010-02-25,10366.60,10366.60,10155.75,10321.03,4521130000,10321.03
2010-02-24,10284.00,10416.94,10271.61,10374.16,4168360000,10374.16
2010-02-23,10383.16,10430.16,10239.34,10282.41,4521050000,10282.41
2010-02-22,10402.43,10468.55,10333.05,10383.38,3814440000,10383.38
2010-02-19,10387.77,10459.18,10316.50,10402.35,3944280000,10402.35
2010-02-18,10309.39,10416.79,10255.58,10392.90,3878620000,10392.90
2010-02-17,10261.48,10366.83,10223.16,10309.24,4259230000,10309.24
2010-02-16,10100.81,10292.62,10100.81,10268.81,4080770000,10268.81
2010-02-12,10137.23,10140.18,9962.13,10099.14,4160680000,10099.14
2010-02-11,10037.85,10184.85,9963.19,10144.19,4400870000,10144.19
2010-02-10,10055.46,10120.15,9946.26,10038.38,4251450000,10038.38
2010-02-09,9910.28,10154.24,9910.28,10058.64,5114260000,10058.64
2010-02-08,10005.43,10059.24,9882.85,9908.39,4089820000,9908.39
2010-02-05,10003.69,10078.89,9822.84,10012.23,6438900000,10012.23
2010-02-04,10273.12,10273.12,9984.35,10002.18,5859690000,10002.18
2010-02-03,10291.73,10356.86,10192.03,10270.55,4285450000,10270.55
2010-02-02,10186.13,10333.35,10138.75,10296.85,4749540000,10296.85
2010-02-01,10068.99,10227.24,10068.99,10185.53,4077610000,10185.53
2010-01-29,10122.04,10272.29,10014.35,10067.33,5412850000,10067.33
2010-01-28,10236.92,10310.68,10023.80,10120.46,5452400000,10120.46
2010-01-27,10194.29,10294.13,10060.98,10236.16,5319120000,10236.16
2010-01-26,10195.35,10323.00,10102.17,10194.29,4731910000,10194.29
2010-01-25,10175.10,10316.65,10135.95,10196.86,4481390000,10196.86
2010-01-22,10389.58,10450.04,10133.15,10172.98,6208650000,10172.98
2010-01-21,10603.91,10651.14,10334.18,10389.88,6874289600,10389.88
2010-01-20,10719.69,10719.69,10492.36,10603.15,4810560000,10603.15
2010-01-19,10608.37,10763.45,10555.47,10725.43,4724830000,10725.43
2010-01-15,10706.99,10736.54,10529.09,10609.65,4758730000,10609.65
2010-01-14,10680.16,10767.15,10619.02,10710.55,3915200000,10710.55
2010-01-13,10628.09,10747.12,10569.07,10680.77,4170360000,10680.77
2010-01-12,10662.86,10701.48,10523.35,10627.26,4716160000,10627.26
2010-01-11,10620.31,10739.87,10538.91,10663.99,4255780000,10663.99
2010-01-08,10606.40,10653.11,10509.74,10618.19,4389590000,10618.19
2010-01-07,10571.11,10655.60,10471.73,10606.86,5270680000,10606.86
2010-01-06,10564.72,10655.22,10488.28,10573.68,4972660000,10573.68
2010-01-05,10584.56,10647.14,10468.86,10572.02,2491020000,10572.02
2010-01-04,10430.69,10641.62,10430.69,10583.96,3991400000,10583.96
2009-12-31,10548.51,10578.74,10420.56,10428.05,2076990000,10428.05
2009-12-30,10544.36,10583.28,10470.75,10548.51,2277300000,10548.51
2009-12-29,10547.83,10605.65,10518.59,10545.41,2491020000,10545.41
2009-12-28,10517.91,10585.02,10477.25,10547.08,2716400000,10547.08
2009-12-24,10467.12,10541.26,10450.95,10520.10,1267710000,10520.10
2009-12-23,10464.32,10520.93,10409.00,10466.44,3166870000,10466.44
2009-12-22,10414.67,10511.56,10399.33,10464.93,3641130000,10464.93
2009-12-21,10330.10,10489.41,10330.10,10414.14,3977340000,10414.14
2009-12-18,10309.39,10412.55,10237.75,10328.89,6325890000,10328.89
2009-12-17,10439.99,10439.99,10279.39,10308.26,7615070400,10308.26
2009-12-16,10449.81,10552.75,10401.90,10441.12,4829820000,10441.12
2009-12-15,10499.31,10542.09,10380.96,10452.00,5045100000,10452.00
2009-12-14,10471.28,10566.88,10431.60,10501.05,4548490000,10501.05
2009-12-11,10403.41,10516.47,10385.42,10471.50,3791090000,10471.50
2009-12-10,10336.00,10479.06,10332.14,10405.83,3996490000,10405.83
2009-12-09,10282.85,10377.11,10207.29,10337.05,4115410000,10337.05
2009-12-08,10385.42,10385.42,10216.44,10285.97,4748030000,10285.97
2009-12-07,10386.86,10478.23,10321.11,10390.11,4103360000,10390.11
2009-12-04,10368.57,10549.04,10285.44,10388.90,5781140000,10388.90
2009-12-03,10455.63,10533.55,10338.49,10366.15,4810030000,10366.15
2009-12-02,10470.44,10537.63,10386.03,10452.68,3941340000,10452.68
2009-12-01,10343.82,10537.03,10343.82,10471.58,4249310000,10471.58
2009-11-30,10309.77,10394.34,10238.05,10344.84,3895520000,10344.84
2009-11-27,10452.23,10452.23,10179.33,10309.92,2362910000,10309.92
2009-11-25,10432.96,10513.60,10385.65,10464.40,3036350000,10464.40
2009-11-24,10451.25,10488.66,10335.62,10433.71,3700820000,10433.71
2009-11-23,10320.13,10524.40,10320.13,10450.95,3827920000,10450.95
2009-11-20,10327.91,10377.41,10237.60,10318.16,3751230000,10318.16
2009-11-19,10425.33,10425.33,10226.41,10332.44,4178030000,10332.44
2009-11-18,10426.27,10471.28,10330.33,10426.31,4293340000,10426.31
2009-11-17,10404.77,10465.76,10318.69,10437.42,3824070000,10437.42
2009-11-16,10267.53,10465.83,10267.53,10406.96,4565850000,10406.96
2009-11-13,10197.85,10332.29,10162.93,10270.47,3792610000,10270.47
2009-11-12,10289.82,10341.21,10157.64,10197.47,4160250000,10197.47
2009-11-11,10247.42,10357.38,10217.19,10291.26,4286700000,10291.26
2009-11-10,10223.01,10300.33,10148.12,10246.97,4394770000,10246.97
2009-11-09,10020.62,10248.93,10020.62,10226.94,4460030000,10226.94
2009-11-06,10001.35,10077.08,9898.49,10023.42,4277130000,10023.42
2009-11-05,9807.80,10043.75,9807.80,10005.96,4848350000,10005.96
2009-11-04,9767.30,9962.35,9745.76,9802.14,5635510000,9802.14
2009-11-03,9787.47,9844.84,9649.78,9771.91,5487500000,9771.91
2009-11-02,9712.13,9883.68,9647.06,9789.44,6202640000,9789.44
2009-10-30,9961.52,9980.19,9664.89,9712.73,6512420000,9712.73
2009-10-29,9762.91,9996.67,9762.91,9962.58,5595040000,9962.58
2009-10-28,9881.11,9940.89,9723.31,9762.69,6600350000,9762.69
2009-10-27,9868.34,9994.55,9802.36,9882.17,5337380000,9882.17
2009-10-26,9972.33,10107.99,9817.55,9867.96,6363380000,9867.96
2009-10-23,10099.90,10138.59,9908.70,9972.18,4767460000,9972.18
2009-10-22,9946.18,10133.08,9879.07,10081.31,5192410000,10081.31
2009-10-21,10038.84,10157.94,9909.83,9949.36,5616290000,9949.36
2009-10-20,10092.42,10157.26,9952.98,10041.48,5396930000,10041.48
2009-10-19,9996.67,10146.61,9967.49,10092.19,4619240000,10092.19
2009-10-16,10061.36,10072.62,9884.51,9995.91,4894740000,9995.91
2009-10-15,10014.88,10087.43,9916.93,10062.94,5369780000,10062.94
2009-10-14,9873.55,10064.98,9873.55,10015.86,5406420000,10015.86
2009-10-13,9883.98,9935.53,9780.90,9871.06,4320480000,9871.06
2009-10-12,9865.24,9978.07,9814.45,9885.80,3710430000,9885.80
2009-10-09,9786.04,9890.41,9731.32,9864.94,3763780000,9864.94
2009-10-08,9728.22,9872.50,9709.78,9786.87,4988400000,9786.87
2009-10-07,9725.69,9782.56,9634.96,9725.58,4238220000,9725.58
2009-10-06,9601.26,9793.37,9601.26,9731.25,5029840000,9731.25
2009-10-05,9488.73,9640.33,9449.81,9599.75,4313310000,9599.75
2009-10-02,9507.62,9571.71,9378.77,9487.67,5583240000,9487.67
2009-10-01,9711.60,9714.70,9482.98,9509.28,5791450000,9509.28
2009-09-30,9741.83,9817.17,9583.04,9712.28,5998860000,9712.28
2009-09-29,9789.74,9861.99,9705.10,9742.20,4949900000,9742.20
2009-09-28,9663.23,9861.39,9658.09,9789.36,3726950000,9789.36
2009-09-25,9706.68,9781.73,9605.19,9665.19,4507090000,9665.19
2009-09-24,9749.99,9836.82,9637.53,9707.44,5505610000,9707.44
2009-09-23,9830.63,9937.72,9724.90,9748.55,5531930000,9748.55
2009-09-22,9779.61,9890.71,9742.96,9829.87,5246600000,9829.87
2009-09-21,9818.61,9846.12,9688.40,9778.86,4615280000,9778.86
2009-09-18,9784.75,9898.57,9751.27,9820.20,5607970000,9820.20
2009-09-17,9789.82,9896.38,9706.23,9783.92,6668110000,9783.92
2009-09-16,9683.71,9837.05,9648.95,9791.71,6793529600,9791.71
2009-09-15,9626.42,9745.91,9553.80,9683.41,6185620000,9683.41
2009-09-14,9598.08,9662.10,9492.96,9626.80,4979610000,9626.80
2009-09-11,9625.44,9698.67,9532.11,9605.41,4922600000,9605.41
2009-09-10,9546.54,9666.55,9479.20,9627.48,5191380000,9627.48
2009-09-09,9496.59,9604.43,9435.45,9547.22,5202550000,9547.22
2009-09-08,9440.13,9564.45,9402.80,9497.34,5235160000,9497.34
2009-09-04,9345.36,9465.37,9302.28,9441.27,4097370000,9441.27
2009-09-03,9282.03,9350.27,9252.93,9344.61,4624280000,9344.61
2009-09-02,9306.21,9378.77,9223.08,9280.67,5842730000,9280.67
2009-09-01,9492.32,9573.67,9275.15,9310.60,6862360000,9310.60
2009-08-31,9542.91,9552.97,9389.27,9496.28,5004560000,9496.28
2009-08-28,9582.74,9666.71,9476.63,9544.20,5785780000,9544.20
2009-08-27,9541.63,9629.98,9440.43,9580.63,5785880000,9580.63
2009-08-26,9538.61,9613.65,9446.71,9543.52,5080060000,9543.52
2009-08-25,9509.21,9646.53,9485.70,9539.29,5768740000,9539.29
2009-08-24,9506.18,9625.89,9442.17,9509.28,6302450000,9509.28
2009-08-21,9347.86,9549.19,9347.86,9505.96,5885550000,9505.96
2009-08-20,9278.55,9385.72,9237.52,9350.05,4893160000,9350.05
2009-08-19,9208.68,9333.34,9099.14,9279.16,4257000000,9279.16
2009-08-18,9134.36,9262.08,9124.08,9217.94,4198970000,9217.94
2009-08-17,9313.85,9313.85,9078.28,9135.34,4854970000,9135.34
2009-08-14,9398.04,9425.17,9214.47,9321.40,4940750000,9321.40
2009-08-13,9362.29,9448.97,9269.26,9398.19,5250660000,9398.19
2009-08-12,9236.06,9442.47,9199.80,9361.61,5498170000,9361.61
2009-08-11,9334.33,9351.86,9180.23,9241.45,5773160000,9241.45
2009-08-10,9368.41,9420.56,9249.99,9337.95,5406080000,9337.95
2009-08-07,9258.45,9466.89,9258.45,9370.07,6827089600,9370.07
2009-08-06,9277.19,9378.01,9168.44,9256.26,6753380000,9256.26
2009-08-05,9315.36,9374.38,9173.20,9280.97,7242120000,9280.97
2009-08-04,9285.05,9370.30,9207.21,9320.19,5713700000,9320.19
2009-08-03,9173.65,9342.11,9162.09,9286.56,5603440000,9286.56
2009-07-31,9154.61,9264.65,9081.30,9171.61,5139070000,9171.61
2009-07-30,9072.84,9298.13,9072.84,9154.46,6035180000,9154.46
2009-07-29,9092.34,9141.23,8967.26,9070.72,5178770000,9070.72
2009-07-28,9106.92,9154.76,8980.03,9096.72,5490350000,9096.72
2009-07-27,9093.09,9154.23,8996.58,9108.51,4631290000,9108.51
2009-07-24,9066.11,9144.48,8955.77,9093.24,4458300000,9093.24
2009-07-23,8882.31,9143.05,8837.95,9069.29,5761650000,9069.29
2009-07-22,8912.39,8993.48,8802.13,8881.26,4634100000,8881.26
2009-07-21,8848.15,8991.07,8780.82,8915.94,5309300000,8915.94
2009-07-20,8746.05,8884.43,8717.26,8848.15,4853150000,8848.15
2009-07-17,8711.89,8797.97,8638.81,8743.94,5141380000,8743.94
2009-07-16,8612.66,8750.28,8543.97,8711.82,4898640000,8711.82
2009-07-15,8363.95,8643.04,8363.95,8616.21,5238830000,8616.21
2009-07-14,8331.37,8407.48,8255.27,8359.49,4149030000,8359.49
2009-07-13,8146.82,8348.08,8106.16,8331.68,4499440000,8331.68
2009-07-10,8182.49,8216.65,8057.57,8146.52,3912080000,8146.52
2009-07-09,8179.01,8273.48,8117.27,8183.17,4347170000,8183.17
2009-07-08,8157.02,8259.05,8057.94,8178.41,5721780000,8178.41
2009-07-07,8324.95,8355.48,8138.51,8163.60,4673300000,8163.60
2009-07-06,8279.30,8364.02,8156.49,8324.87,4712580000,8324.87
2009-07-02,8503.00,8503.00,8260.41,8280.74,3931000000,8280.74
2009-07-01,8447.53,8610.32,8447.00,8504.06,3919400000,8504.06
2009-06-30,8528.93,8584.17,8369.99,8447.00,4627570000,8447.00
2009-06-29,8440.13,8569.59,8406.57,8529.38,4211760000,8529.38
2009-06-26,8468.54,8509.73,8364.17,8438.39,6076660000,8438.39
2009-06-25,8299.25,8512.60,8236.07,8472.40,4911240000,8472.40
2009-06-24,8323.51,8456.83,8246.20,8299.86,4636720000,8299.86
2009-06-23,8340.44,8413.22,8239.17,8322.91,5071020000,8322.91
2009-06-22,8538.52,8538.52,8306.66,8339.01,4903940000,8339.01
2009-06-19,8556.96,8665.26,8476.02,8539.73,5713390000,8539.73
2009-06-18,8496.73,8634.28,8438.61,8555.60,4684010000,8555.60
2009-06-17,8504.36,8602.99,8421.46,8497.18,5523650000,8497.18
2009-06-16,8612.44,8688.69,8483.58,8504.67,4951200000,8504.67
2009-06-15,8798.50,8798.50,8540.87,8612.13,4697880000,8612.13
2009-06-12,8770.01,8850.95,8671.61,8799.26,4528120000,8799.26
2009-06-11,8736.23,8911.11,8697.99,8770.92,5500840000,8770.92
2009-06-10,8763.66,8871.36,8625.21,8739.02,5379420000,8739.02
2009-06-09,8764.83,8854.80,8688.99,8763.06,4439950000,8763.06
2009-06-08,8759.35,8832.13,8593.84,8764.49,4483430000,8764.49
2009-06-05,8751.75,8900.48,8673.41,8763.13,5277910000,8763.13
2009-06-04,8665.72,8802.59,8609.17,8750.24,5352890000,8750.24
2009-06-03,8740.07,8750.83,8556.90,8675.24,5323770000,8675.24
2009-06-02,8721.60,8832.16,8635.25,8740.87,5987340000,8740.87
2009-06-01,8501.53,8797.58,8501.53,8721.44,6370440000,8721.44
2009-05-29,8404.04,8541.27,8323.91,8500.33,6050420000,8500.33
2009-05-28,8300.50,8463.70,8221.65,8403.80,5738980000,8403.80
2009-05-27,8473.65,8534.66,8280.82,8300.02,5698800000,8300.02
2009-05-26,8275.33,8523.59,8194.33,8473.49,5667050000,8473.49
2009-05-22,8292.21,8415.75,8218.86,8277.32,5155320000,8277.32
2009-05-21,8416.07,8416.07,8185.25,8292.13,6019840000,8292.13
2009-05-20,8471.82,8645.85,8376.40,8422.04,8205060000,8422.04
2009-05-19,8502.48,8594.16,8402.61,8474.85,6616270000,8474.85
2009-05-18,8270.15,8534.66,8270.15,8504.08,5702150000,8504.08
2009-05-15,8326.22,8422.28,8206.67,8268.64,5439720000,8268.64
2009-05-14,8285.92,8427.93,8218.94,8331.32,6134870000,8331.32
2009-05-13,8461.80,8461.80,8208.74,8284.89,7091820000,8284.89
2009-05-12,8419.17,8574.88,8306.47,8469.11,6871750400,8469.11
2009-05-11,8569.23,8569.23,8347.41,8418.77,6150600000,8418.77
2009-05-08,8410.73,8657.96,8388.11,8574.65,8163280000,8574.65
2009-05-07,8513.56,8651.51,8296.04,8409.85,9120100000,8409.85
2009-05-06,8403.48,8608.26,8350.12,8512.28,8555040000,8512.28
2009-05-05,8425.55,8520.80,8321.37,8410.65,6882860000,8410.65
2009-05-04,8213.60,8488.87,8213.60,8426.74,7038840000,8426.74
2009-05-01,8167.41,8278.28,8047.54,8212.41,5312170000,8212.41
2009-04-30,8188.51,8383.81,8083.62,8168.12,6862540000,8168.12
2009-04-29,8018.31,8278.12,8018.31,8185.73,6101620000,8185.73
2009-04-28,8023.56,8136.74,7898.75,8016.95,6328000000,8016.95
2009-04-27,8073.82,8152.27,7920.42,8025.00,5613460000,8025.00
2009-04-24,7957.45,8182.30,7905.60,8076.29,7114440000,8076.29
2009-04-23,7886.81,8015.36,7762.80,7957.06,6563100000,7957.06
2009-04-22,7964.78,8111.02,7802.46,7886.57,7327860000,7886.57
2009-04-21,7841.73,8027.54,7699.79,7969.56,7436489600,7969.56
2009-04-20,8128.94,8128.94,7801.58,7841.73,6973960000,7841.73
2009-04-17,8125.43,8251.20,8024.92,8131.33,7352009600,8131.33
2009-04-16,8029.14,8201.81,7933.08,8125.43,6598670000,8125.43
2009-04-15,7914.92,8069.92,7808.19,8029.62,6241100000,8029.62
2009-04-14,8057.41,8076.05,7840.53,7920.18,7569840000,7920.18
2009-04-13,8082.02,8146.86,7888.96,8057.81,6434890000,8057.81
2009-04-09,7839.89,8150.44,7839.89,8083.38,7600710400,8083.38
2009-04-08,7788.68,7925.36,7715.09,7837.11,5938460000,7837.11
2009-04-07,7968.92,7968.92,7733.56,7789.56,5155580000,7789.56
2009-04-06,8016.16,8037.42,7830.66,7975.85,6210000000,7975.85
